"Frequency (Hz)","Absolute Amplitude (a.u.)"
2.087548828E4,2.642614110E-1
2.087695312E4,5.359936190E-2
2.087841797E4,1.750143596E-1
2.087988281E4,1.257728632E-1
2.088134766E4,1.722477704E-1
2.088281250E4,1.755226194E-1
2.088427734E4,2.291599028E-1
2.088574219E4,3.064527330E-1
2.088720703E4,2.938910235E-1
2.088867188E4,3.264734307E-1
2.089013672E4,4.175970661E-1
2.089160156E4,3.338451825E-1
2.089306641E4,2.913011321E-1
2.089453125E4,3.872019328E-1
2.089599609E4,7.173506359E-2
2.089746094E4,2.598780653E-1
2.089892578E4,1.116620795E-1
2.090039062E4,4.353015472E-2
2.090185547E4,2.168095875E-1
2.090332031E4,2.959253372E-1
2.090478516E4,8.530798801E-2
2.090625000E4,2.336171931E-1
2.090771484E4,2.442537067E-1
2.090917969E4,1.741394858E-1
2.091064453E4,1.962078505E-1
2.091210938E4,1.555487335E-1
2.091357422E4,2.693004760E-1
2.091503906E4,1.629819204E-1
2.091650391E4,3.914924258E-1
2.091796875E4,3.451980463E-1
2.091943359E4,4.252275402E-1
2.092089844E4,3.968775017E-1
2.092236328E4,3.409079790E-1
2.092382812E4,3.660142100E-1
2.092529297E4,1.800920022E-1
2.092675781E4,1.462016545E-1
2.092822266E4,8.182525752E-2
2.092968750E4,5.813512799E-2
2.093115234E4,1.021087175E-1
2.093261719E4,9.058358369E-2
2.093408203E4,2.339073606E-1
2.093554688E4,1.254484828E-1
2.093701172E4,1.400433747E-1
2.093847656E4,1.192541012E-1
2.093994141E4,4.737194634E-2
2.094140625E4,2.745601395E-1
2.094287109E4,1.801910353E-2
2.094433594E4,2.028856930E-1
2.094580078E4,5.361373667E-2
2.094726562E4,1.558687857E-1
2.094873047E4,1.524873415E-1
2.095019531E4,1.151897936E-1
2.095166016E4,3.076584349E-1
2.095312500E4,2.833688490E-1
2.095458984E4,8.194854395E-2
2.095605469E4,2.823506107E-1
2.095751953E4,1.187742199E-1
2.095898438E4,1.783782776E-1
2.096044922E4,7.032469329E-2
2.096191406E4,1.604128963E-1
2.096337891E4,1.631733787E-1
2.096484375E4,1.934161341E-1
2.096630859E4,4.983619039E-1
2.096777344E4,3.690616639E-1
2.096923828E4,4.991019368E-1
2.097070312E4,3.784653739E-1
2.097216797E4,3.478440247E-1
2.097363281E4,3.910537383E-1
2.097509766E4,3.591812688E-1
2.097656250E4,2.230386933E-1
2.097802734E4,1.071761660E-1
2.097949219E4,8.729502058E-2
2.098095703E4,1.402346574E-1
2.098242188E4,1.401308955E-1
2.098388672E4,2.220930926E-1
2.098535156E4,2.540724282E-1
2.098681641E4,2.706254459E-1
2.098828125E4,1.827880340E-1
2.098974609E4,2.237696260E-1
2.099121094E4,6.433414546E-2
2.099267578E4,3.261488507E-1
2.099414062E4,1.367407333E-1
2.099560547E4,1.445421877E-1
2.099707031E4,5.564430159E-2
2.099853516E4,1.290821534E-1
2.100000000E4,2.209908915E-1
2.100146484E4,8.710859986E-2
2.100292969E4,2.979149155E-1
2.100439453E4,2.917107263E-1
2.100585938E4,1.232357448E-1
2.100732422E4,1.930474942E-1
2.100878906E4,6.329854593E-2
2.101025391E4,1.475703800E-1
2.101171875E4,3.698893918E-2
2.101318359E4,1.251347648E-1
2.101464844E4,2.856452762E-1
2.101611328E4,2.058840721E-1
2.101757812E4,1.457379940E-1
2.101904297E4,3.234629271E-1
2.102050781E4,4.833393833E-1
2.102197266E4,3.631790051E-1
2.102343750E4,2.204382673E-1
2.102490234E4,3.103755410E-1
2.102636719E4,2.365747360E-1
2.102783203E4,1.516362723E-1
2.102929688E4,2.230091500E-1
2.103076172E4,2.263875422E-1
2.103222656E4,2.302374457E-1
2.103369141E4,1.662688154E-1
2.103515625E4,1.603533716E-1
2.103662109E4,8.341719018E-2
2.103808594E4,2.552611347E-1
2.103955078E4,3.257388007E-2
2.104101562E4,1.795238853E-1
2.104248047E4,1.595676300E-1
2.104394531E4,5.905078524E-2
2.104541016E4,7.447645166E-2
2.104687500E4,5.016911445E-2
2.104833984E4,1.074783810E-1
2.104980469E4,1.157921922E-1
2.105126953E4,1.201763602E-1
2.105273438E4,1.563279999E-1
2.105419922E4,8.522409707E-2
2.105566406E4,2.610000647E-1
2.105712891E4,2.136466278E-2
2.105859375E4,2.156249534E-1
2.106005859E4,2.457222697E-1
2.106152344E4,4.320723152E-1
2.106298828E4,2.294492509E-1
2.106445312E4,4.340047702E-1
2.106591797E4,3.518881052E-1
2.106738281E4,1.704027568E-1
2.106884766E4,2.170144761E-1
2.107031250E4,1.912544798E-1
2.107177734E4,2.898980948E-2
2.107324219E4,1.967454011E-1
2.107470703E4,1.571733260E-1
2.107617188E4,2.010178923E-1
2.107763672E4,2.180737163E-1
2.107910156E4,3.159358299E-1
2.108056641E4,2.104059722E-2
2.108203125E4,1.971049707E-1
2.108349609E4,7.320790426E-2
2.108496094E4,1.028537409E-1
2.108642578E4,2.065424434E-1
2.108789062E4,3.755562601E-1
2.108935547E4,4.096868022E-1
2.109082031E4,3.848940376E-1
2.109228516E4,4.321040344E-1
2.109375000E4,2.123467936E-1
2.109521484E4,3.484122351E-1
2.109667969E4,1.726793086E-1
2.109814453E4,3.804740408E-2
2.109960938E4,8.645753632E-3
2.110107422E4,1.676041817E-1
2.110253906E4,9.085519859E-2
2.110400391E4,1.769053420E-1
2.110546875E4,2.190200184E-1
2.110693359E4,2.032826257E-1
2.110839844E4,2.260489841E-1
2.110986328E4,1.024850221E-1
2.111132812E4,1.868670980E-1
2.111279297E4,1.129312328E-1
2.111425781E4,1.891175983E-1
2.111572266E4,2.339137208E-1
2.111718750E4,1.598222541E-1
2.111865234E4,3.133730211E-1
2.112011719E4,1.444727189E-1
2.112158203E4,3.688065567E-1
2.112304688E4,2.128377087E-1
2.112451172E4,1.651363590E-1
2.112597656E4,7.193325025E-2
2.112744141E4,1.357737272E-2
2.112890625E4,1.183088878E-1
2.113037109E4,3.491215123E-1
2.113183594E4,2.622274269E-1
2.113330078E4,2.343858621E-1
2.113476562E4,1.625293882E-1
2.113623047E4,1.958107480E-1
2.113769531E4,3.277758430E-1
2.113916016E4,3.671642975E-1
2.114062500E4,3.726528451E-1
2.114208984E4,3.210999073E-1
2.114355469E4,2.004265566E-1
2.114501953E4,1.197064135E-1
2.114648438E4,3.001308286E-1
2.114794922E4,1.805665918E-1
2.114941406E4,1.253889344E-1
2.115087891E4,2.601524045E-1
2.115234375E4,8.686019427E-2
2.115380859E4,1.976353717E-1
2.115527344E4,1.559012878E-1
2.115673828E4,2.826544295E-1
2.115820312E4,1.551122217E-1
2.115966797E4,3.605213801E-1
2.116113281E4,6.867623515E-2
2.116259766E4,1.774821782E-1
2.116406250E4,2.085310793E-1
2.116552734E4,8.890301177E-2
2.116699219E4,2.413673104E-1
2.116845703E4,1.947090571E-1
2.116992188E4,2.419759644E-1
2.117138672E4,1.627272044E-1
2.117285156E4,2.172667229E-1
2.117431641E4,2.541451634E-2
2.117578125E4,1.445484693E-1
2.117724609E4,1.564860898E-1
2.117871094E4,2.281222293E-1
2.118017578E4,1.577279827E-1
2.118164062E4,1.356812389E-1
2.118310547E4,2.256648888E-1
2.118457031E4,3.612632396E-1
2.118603516E4,3.803063000E-1
2.118750000E4,2.634266451E-1
2.118896484E4,2.828882284E-1
2.119042969E4,1.158469020E-1
2.119189453E4,1.250311013E-1
2.119335938E4,1.095253673E-1
2.119482422E4,9.794548920E-2
2.119628906E4,2.494675706E-1
2.119775391E4,3.425522904E-1
2.119921875E4,3.132581130E-1
2.120068359E4,3.439893476E-1
2.120214844E4,2.988425610E-1
2.120361328E4,3.596263444E-1
2.120507812E4,3.623071424E-1
2.120654297E4,3.723381513E-1
2.120800781E4,8.375209611E-2
2.120947266E4,1.062508235E-1
2.121093750E4,1.673013014E-1
2.121240234E4,2.311306392E-2
2.121386719E4,8.475365696E-2
2.121533203E4,2.045815958E-1
2.121679688E4,1.191897449E-1
2.121826172E4,1.084044121E-1
2.121972656E4,2.641600092E-1
2.122119141E4,2.071088161E-1
2.122265625E4,1.386200843E-1
2.122412109E4,7.925449429E-2
2.122558594E4,7.825689886E-2
2.122705078E4,1.470946972E-1
2.122851562E4,1.129967326E-1
2.122998047E4,1.559243690E-1
2.123144531E4,1.884017422E-1
2.123291016E4,4.104707978E-1
2.123437500E4,3.691100835E-1
2.123583984E4,3.798610203E-1
2.123730469E4,3.877970902E-1
2.123876953E4,2.987806163E-1
2.124023438E4,3.155479443E-1
2.124169922E4,2.080492160E-1
2.124316406E4,2.760899971E-1
2.124462891E4,1.921211874E-1
2.124609375E4,7.394864546E-2
2.124755859E4,1.530581750E-1
2.124902344E4,1.509093354E-1
2.125048828E4,9.263667630E-2
2.125195312E4,1.471960456E-1
2.125341797E4,1.052023219E-1
2.125488281E4,2.213016109E-1
2.125634766E4,1.920872663E-1
2.125781250E4,8.058131699E-2
2.125927734E4,1.500498423E-1
2.126074219E4,2.079951864E-1
2.126220703E4,2.013293457E-1
2.126367188E4,2.931137286E-1
2.126513672E4,1.040476053E-1
2.126660156E4,6.010700611E-2
2.126806641E4,7.279252914E-2
2.126953125E4,1.721872250E-1
2.127099609E4,1.523432858E-1
2.127246094E4,2.649739189E-1
2.127392578E4,1.129245189E-1
2.127539062E4,1.663493009E-1
2.127685547E4,1.385881412E-1
2.127832031E4,1.716143983E-1
2.127978516E4,9.068134663E-2
2.128125000E4,2.181787612E-1
2.128271484E4,1.451648267E-1
2.128417969E4,3.899346876E-1
2.128564453E4,1.469424521E-1
2.128710938E4,2.895299356E-1
2.128857422E4,2.326933612E-1
2.129003906E4,1.482532740E-1
2.129150391E4,1.686994447E-1
2.129296875E4,6.627517311E-2
2.129443359E4,4.526219734E-2
2.129589844E4,9.426548125E-2
2.129736328E4,1.825348350E-1
2.129882812E4,3.058794110E-1
2.130029297E4,2.295874370E-1
2.130175781E4,2.174223506E-1
2.130322266E4,4.480663803E-1
2.130468750E4,3.531464525E-1
2.130615234E4,3.321288442E-1
2.130761719E4,4.121407016E-1
2.130908203E4,2.615157564E-1
2.131054688E4,2.069372941E-1
2.131201172E4,1.395227750E-1
2.131347656E4,1.899245953E-2
2.131494141E4,6.883350779E-2
2.131640625E4,1.316441077E-1
2.131787109E4,7.975824471E-2
2.131933594E4,7.399893477E-2
2.132080078E4,1.076095128E-1
2.132226562E4,1.115042243E-1
2.132373047E4,1.415712710E-1
2.132519531E4,4.560182613E-2
2.132666016E4,1.122623831E-1
2.132812500E4,4.755040166E-2
2.132958984E4,1.026189299E-1
2.133105469E4,5.876384655E-2
2.133251953E4,2.763756068E-1
2.133398438E4,2.143737170E-1
2.133544922E4,1.456301226E-1
2.133691406E4,1.262006169E-1
2.133837891E4,2.275708722E-1
2.133984375E4,2.235833685E-1
2.134130859E4,1.182654759E-1
2.134277344E4,1.763663730E-1
2.134423828E4,1.691693222E-1
2.134570312E4,1.289197449E-1
2.134716797E4,1.940975051E-1
2.134863281E4,2.110890759E-1
2.135009766E4,1.465539400E-1
2.135156250E4,2.196400247E-1
2.135302734E4,9.615768991E-2
2.135449219E4,1.401539567E-1
2.135595703E4,1.480798313E-1
2.135742188E4,2.969445611E-1
2.135888672E4,1.665686556E-1
2.136035156E4,2.793693380E-1
2.136181641E4,3.007287380E-1
2.136328125E4,3.860430017E-1
2.136474609E4,3.586845508E-1
2.136621094E4,3.289555604E-1
2.136767578E4,2.600120724E-1
2.136914062E4,3.092068059E-1
2.137060547E4,2.887489143E-1
2.137207031E4,3.170772729E-1
2.137353516E4,1.571395619E-1
2.137500000E4,6.984380650E-2
2.137646484E4,7.403011698E-2
2.137792969E4,1.957375169E-1
2.137939453E4,2.821163882E-1
2.138085938E4,2.563435670E-1
2.138232422E4,1.997091504E-1
2.138378906E4,6.146757251E-2
2.138525391E4,1.938296329E-1
2.138671875E4,1.713959001E-1
2.138818359E4,1.422339541E-1
2.138964844E4,9.434629210E-2
2.139111328E4,1.541192695E-1
2.139257812E4,1.192571196E-1
2.139404297E4,1.582770482E-1
2.139550781E4,1.471389315E-1
2.139697266E4,1.402579719E-1
2.139843750E4,2.718966603E-1
2.139990234E4,1.881259295E-1
2.140136719E4,1.375694189E-1
2.140283203E4,1.649935835E-1
2.140429688E4,2.074574110E-1
2.140576172E4,1.259520718E-1
2.140722656E4,9.880377584E-2
2.140869141E4,1.048953963E-1
2.141015625E4,1.333181797E-1
2.141162109E4,2.705558396E-1
2.141308594E4,3.008645221E-1
2.141455078E4,4.127309240E-1
2.141601562E4,4.902742738E-1
2.141748047E4,3.821355167E-1
2.141894531E4,3.506134784E-1
2.142041016E4,2.360663329E-1
2.142187500E4,1.071426833E-1
2.142333984E4,1.683362928E-1
2.142480469E4,1.816089716E-1
2.142626953E4,2.253489431E-1
2.142773438E4,1.447759149E-1
2.142919922E4,1.631392400E-1
2.143066406E4,1.903735375E-1
2.143212891E4,3.134263351E-1
2.143359375E4,3.838985104E-1
2.143505859E4,2.223902361E-1
2.143652344E4,3.004378584E-1
2.143798828E4,2.581037125E-1
2.143945312E4,2.842394711E-1
2.144091797E4,2.273156038E-1
2.144238281E4,2.080017224E-1
2.144384766E4,5.661255961E-2
2.144531250E4,1.434715976E-1
2.144677734E4,1.798715983E-1
2.144824219E4,1.379763913E-1
2.144970703E4,1.615732758E-1
2.145117188E4,5.054530555E-2
2.145263672E4,2.361983598E-1
2.145410156E4,1.420547572E-1
2.145556641E4,1.017957792E-1
2.145703125E4,1.917665746E-1
2.145849609E4,1.367581670E-1
2.145996094E4,2.905063073E-1
2.146142578E4,4.007782601E-1
2.146289062E4,3.181061770E-1
2.146435547E4,4.715023083E-1
2.146582031E4,3.791092249E-1
2.146728516E4,4.245205719E-1
2.146875000E4,4.278230106E-1
2.147021484E4,2.936611717E-1
2.147167969E4,2.215556851E-1
2.147314453E4,2.734510996E-1
2.147460938E4,3.464209368E-1
2.147607422E4,3.678503811E-1
2.147753906E4,3.729733809E-1
2.147900391E4,3.744371841E-1
2.148046875E4,2.586472824E-1
2.148193359E4,3.960724822E-1
2.148339844E4,6.874495026E-2
2.148486328E4,1.866387726E-1
2.148632812E4,1.948946965E-1
2.148779297E4,2.111821710E-1
2.148925781E4,3.034803524E-1
2.149072266E4,2.651357241E-1
2.149218750E4,2.155187229E-1
2.149365234E4,3.860930900E-1
2.149511719E4,2.282378381E-1
2.149658203E4,1.873360857E-1
2.149804688E4,1.906740852E-1
2.149951172E4,8.714872600E-2
2.150097656E4,3.106867497E-2
2.150244141E4,1.469777705E-1
2.150390625E4,5.020035847E-2
2.150537109E4,1.443037315E-1
2.150683594E4,1.019927948E-1
2.150830078E4,1.710338409E-1
2.150976562E4,1.031237920E-1
2.151123047E4,1.616282471E-1
2.151269531E4,1.922540653E-1
2.151416016E4,1.204695142E-1
2.151562500E4,1.778966148E-1
2.151708984E4,2.224485981E-1
2.151855469E4,1.239670394E-1
2.152001953E4,1.580385613E-1
2.152148438E4,1.097057890E-1
2.152294922E4,1.669241628E-1
2.152441406E4,1.036503175E-1
2.152587891E4,2.384182620E-1
2.152734375E4,6.999079631E-2
2.152880859E4,1.890323872E-1
2.153027344E4,1.419008232E-1
2.153173828E4,2.500154543E-1
2.153320312E4,1.503763439E-1
2.153466797E4,7.644565909E-2
2.153613281E4,1.428095366E-1
2.153759766E4,1.912411534E-1
2.153906250E4,1.085494376E-1
2.154052734E4,4.966447917E-2
2.154199219E4,2.086944444E-1
2.154345703E4,1.709291426E-1
2.154492188E4,2.170726330E-1
2.154638672E4,2.967044470E-1
2.154785156E4,3.436533166E-1
2.154931641E4,3.857701619E-1
2.155078125E4,6.914592538E-2
2.155224609E4,2.278222674E-1
2.155371094E4,5.412150427E-2
2.155517578E4,1.424267193E-1
2.155664062E4,1.201535245E-1
2.155810547E4,1.779416542E-1
2.155957031E4,1.947928744E-1
2.156103516E4,2.048518524E-1
2.156250000E4,1.140432743E-1
2.156396484E4,2.036797969E-1
2.156542969E4,1.624126832E-1
2.156689453E4,2.939265110E-1
2.156835938E4,1.325828680E-1
2.156982422E4,6.839417719E-2
2.157128906E4,7.291992155E-2
2.157275391E4,3.350864963E-2
2.157421875E4,2.087175712E-1
2.157568359E4,1.434473911E-1
2.157714844E4,1.857586399E-1
2.157861328E4,9.386427218E-2
2.158007812E4,1.569358174E-1
2.158154297E4,5.033889119E-2
2.158300781E4,1.710453814E-1
2.158447266E4,3.635319773E-2
2.158593750E4,9.584211689E-2
2.158740234E4,8.378802104E-2
2.158886719E4,1.615613973E-1
2.159033203E4,8.380570967E-2
2.159179688E4,1.639878087E-1
2.159326172E4,1.399322878E-1
2.159472656E4,2.227659399E-1
2.159619141E4,1.577529280E-1
2.159765625E4,2.622535927E-1
2.159912109E4,1.724937095E-1
2.160058594E4,1.756381798E-1
2.160205078E4,5.233997861E-2
2.160351562E4,1.035822197E-1
2.160498047E4,2.388500280E-1
2.160644531E4,2.034125870E-1
2.160791016E4,1.358311610E-1
2.160937500E4,1.801082156E-1
2.161083984E4,1.155712535E-1
2.161230469E4,9.416473591E-2
2.161376953E4,5.090915291E-2
2.161523438E4,4.392332052E-2
2.161669922E4,5.429255135E-2
2.161816406E4,1.259801443E-1
2.161962891E4,1.247553360E-1
2.162109375E4,7.100227014E-2
2.162255859E4,1.657952376E-1
2.162402344E4,1.084493308E-1
2.162548828E4,1.312797661E-1
2.162695312E4,1.086643330E-1
2.162841797E4,9.511052960E-2
2.162988281E4,1.357062138E-1
2.163134766E4,5.061791858E-2
2.163281250E4,8.735248950E-2
2.163427734E4,6.255524190E-2
2.163574219E4,1.000585722E-1
2.163720703E4,9.319633981E-2
2.163867188E4,1.093800112E-2
2.164013672E4,2.883261872E-2
2.164160156E4,3.934928103E-2
2.164306641E4,1.224857167E-1
2.164453125E4,5.893493634E-2
2.164599609E4,7.120501431E-2
2.164746094E4,1.446571310E-1
2.164892578E4,1.844885560E-1
2.165039062E4,1.792527764E-2
2.165185547E4,1.402366425E-1
2.165332031E4,1.778266714E-2
2.165478516E4,1.380222554E-1
2.165625000E4,4.102186138E-2
2.165771484E4,3.657126779E-2
2.165917969E4,8.354853496E-2
2.166064453E4,1.256934587E-1
2.166210938E4,8.119790196E-2
2.166357422E4,1.589948900E-1
2.166503906E4,1.081346029E-1
2.166650391E4,1.250552123E-1
2.166796875E4,1.003892129E-1
2.166943359E4,2.879415282E-2
2.167089844E4,1.026095576E-1
2.167236328E4,1.636887577E-1
2.167382812E4,1.481051229E-1
2.167529297E4,1.132315546E-1
2.167675781E4,1.390384690E-1
2.167822266E4,1.270878198E-1
2.167968750E4,1.021736204E-1
2.168115234E4,1.380577849E-1
2.168261719E4,1.231047556E-1
2.168408203E4,1.575920966E-1
2.168554688E4,4.767566791E-2
2.168701172E4,1.749930684E-1
2.168847656E4,1.451402470E-1
2.168994141E4,1.527320569E-1
2.169140625E4,1.555181404E-1
2.169287109E4,1.990348659E-1
2.169433594E4,5.672306573E-2
2.169580078E4,5.895952243E-2
2.169726562E4,1.269922156E-1
2.169873047E4,1.330638335E-1
2.170019531E4,1.684437732E-1
2.170166016E4,2.527231936E-1
2.170312500E4,2.804139937E-1
2.170458984E4,2.104099199E-1
2.170605469E4,2.423826317E-1
2.170751953E4,1.654387571E-1
2.170898438E4,2.550508039E-1
2.171044922E4,2.086128061E-1
2.171191406E4,1.224616252E-1
2.171337891E4,2.086336642E-1
2.171484375E4,2.709842399E-1
2.171630859E4,1.888041294E-1
2.171777344E4,1.660330465E-1
2.171923828E4,2.004919087E-1
2.172070312E4,2.130931315E-1
2.172216797E4,1.547729887E-1
2.172363281E4,1.500975521E-1
2.172509766E4,7.012014946E-2
2.172656250E4,1.295671684E-1
2.172802734E4,1.432219405E-1
2.172949219E4,2.445979419E-1
2.173095703E4,1.997840939E-1
2.173242188E4,8.342167272E-2
2.173388672E4,1.217859146E-1
2.173535156E4,8.158587586E-2
2.173681641E4,8.407741177E-2
2.173828125E4,1.007873428E-1
2.173974609E4,1.500034396E-1
2.174121094E4,1.900917679E-1
2.174267578E4,1.655341620E-1
2.174414062E4,2.491073323E-1
2.174560547E4,1.419543240E-1
2.174707031E4,1.977155052E-1
2.174853516E4,1.513843713E-1
2.175000000E4,1.522778697E-1
2.175146484E4,1.690512880E-2
2.175292969E4,4.185596259E-2
2.175439453E4,4.353837322E-2
2.175585938E4,1.459551531E-1
2.175732422E4,1.445597932E-1
2.175878906E4,3.245333655E-2
2.176025391E4,9.960005056E-2
2.176171875E4,6.300905933E-2
2.176318359E4,1.247566105E-1
2.176464844E4,8.808815811E-2
2.176611328E4,2.068496249E-2
2.176757812E4,1.524340667E-1
2.176904297E4,1.190131941E-1
2.177050781E4,1.364300114E-1
2.177197266E4,5.423698373E-2
2.177343750E4,4.839813538E-2
2.177490234E4,1.951724659E-1
2.177636719E4,7.730116480E-2
2.177783203E4,1.988848890E-1
2.177929688E4,2.900444061E-1
2.178076172E4,1.535334501E-1
2.178222656E4,2.217468245E-1
2.178369141E4,2.228617701E-1
2.178515625E4,1.261918787E-1
2.178662109E4,6.110499404E-2
2.178808594E4,2.375188185E-1
2.178955078E4,3.663420035E-2
2.179101562E4,8.092141132E-2
2.179248047E4,1.341803755E-1
2.179394531E4,8.444994156E-2
2.179541016E4,1.403034920E-1
2.179687500E4,1.493554488E-1
2.179833984E4,1.043327095E-1
2.179980469E4,5.329115961E-2
2.180126953E4,4.731721791E-2
2.180273438E4,7.538826825E-2
2.180419922E4,1.785381677E-1
2.180566406E4,1.650193754E-1
2.180712891E4,2.236569243E-1
2.180859375E4,2.076560385E-1
2.181005859E4,1.809071807E-1
2.181152344E4,3.472087576E-1
2.181298828E4,2.339572609E-1
2.181445312E4,9.155711049E-2
2.181591797E4,5.433318168E-2
2.181738281E4,1.147620111E-1
2.181884766E4,8.387372588E-2
2.182031250E4,1.779750638E-1
2.182177734E4,1.987595538E-1
2.182324219E4,1.615058111E-1
2.182470703E4,3.034876592E-1
2.182617188E4,2.054740677E-1
2.182763672E4,1.347578816E-1
2.182910156E4,2.758077670E-2
2.183056641E4,1.630196770E-1
2.183203125E4,1.840918365E-1
2.183349609E4,1.692058117E-1
2.183496094E4,9.897846718E-2
2.183642578E4,1.971055277E-1
2.183789062E4,1.244871902E-1
2.183935547E4,6.964787597E-2
2.184082031E4,1.235509485E-2
2.184228516E4,1.015832148E-1
2.184375000E4,1.326305449E-1
2.184521484E4,1.284454148E-1
2.184667969E4,1.540304102E-1
2.184814453E4,1.779181767E-1
2.184960938E4,1.537745754E-1
2.185107422E4,1.618187430E-1
2.185253906E4,1.107860755E-1
2.185400391E4,1.333196287E-1
2.185546875E4,1.794558032E-1
2.185693359E4,1.616448734E-1
2.185839844E4,3.222385762E-1
2.185986328E4,1.849474280E-1
2.186132812E4,2.493842286E-1
2.186279297E4,1.985126367E-1
2.186425781E4,1.449401799E-1
2.186572266E4,1.303992688E-1
2.186718750E4,1.154063105E-1
2.186865234E4,1.839985927E-1
2.187011719E4,1.597201527E-1
2.187158203E4,5.810472573E-2
2.187304688E4,4.473099103E-2
2.187451172E4,1.351609510E-1
2.187597656E4,6.394482943E-2
2.187744141E4,1.275042803E-1
2.187890625E4,1.016727722E-1
2.188037109E4,1.538023479E-1
2.188183594E4,1.162451477E-1
2.188330078E4,8.647142952E-2
2.188476562E4,8.763885037E-2
2.188623047E4,1.665189313E-1
2.188769531E4,1.379549370E-1
2.188916016E4,1.732300083E-1
2.189062500E4,1.753646042E-1
2.189208984E4,1.381303762E-1
2.189355469E4,1.665383261E-1
2.189501953E4,1.227182863E-1
2.189648438E4,1.633431235E-1
2.189794922E4,1.031555711E-1
2.189941406E4,3.409108343E-2
2.190087891E4,8.195052750E-2
2.190234375E4,6.786259193E-2
2.190380859E4,5.985912971E-2
2.190527344E4,1.286623509E-1
2.190673828E4,1.652189668E-1
2.190820312E4,1.204580530E-1
2.190966797E4,7.247961737E-2
2.191113281E4,1.978494530E-1
2.191259766E4,7.775033938E-2
2.191406250E4,1.648429723E-1
2.191552734E4,1.297838428E-1
2.191699219E4,1.301099392E-1
2.191845703E4,6.338225490E-2
2.191992188E4,4.568607697E-2
2.192138672E4,1.266941423E-1
2.192285156E4,6.715917923E-2
2.192431641E4,7.672814799E-2
2.192578125E4,7.424944404E-2
2.192724609E4,1.106501820E-1
2.192871094E4,1.182420272E-1
2.193017578E4,6.012127672E-2
2.193164062E4,1.170818916E-1
2.193310547E4,8.038618827E-2
2.193457031E4,5.911764214E-2
2.193603516E4,8.431461298E-2
2.193750000E4,1.354347732E-1
2.193896484E4,9.051483800E-2
2.194042969E4,3.633431536E-2
2.194189453E4,3.539366748E-2
2.194335938E4,1.235025479E-1
2.194482422E4,3.301476368E-2
2.194628906E4,2.948845196E-2
2.194775391E4,6.528448545E-2
2.194921875E4,1.466371384E-1
2.195068359E4,1.649289462E-1
2.195214844E4,2.291264639E-1
2.195361328E4,1.921515524E-1
2.195507812E4,1.741365509E-1
2.195654297E4,9.666886333E-2
2.195800781E4,1.780560488E-1
2.195947266E4,1.784958381E-1
2.196093750E4,6.794928796E-2
2.196240234E4,7.259294344E-2
2.196386719E4,8.568260129E-2
2.196533203E4,6.897056307E-2
2.196679688E4,8.466445494E-2
2.196826172E4,7.410148575E-2
2.196972656E4,1.183500577E-1
2.197119141E4,8.197658621E-2
2.197265625E4,2.002681364E-1
2.197412109E4,1.382563743E-1
2.197558594E4,1.961975272E-1
2.197705078E4,1.760894543E-1
2.197851562E4,1.813945709E-1
2.197998047E4,1.704338276E-1
2.198144531E4,9.889946678E-2
2.198291016E4,1.056687960E-1
2.198437500E4,7.540660337E-3
2.198583984E4,1.094507349E-1
2.198730469E4,1.518128449E-1
2.198876953E4,1.041399068E-1
2.199023438E4,2.071068418E-1
2.199169922E4,1.950527300E-1
2.199316406E4,1.913365346E-1
2.199462891E4,1.492590339E-1
2.199609375E4,1.850620486E-1
2.199755859E4,8.604780563E-2
2.199902344E4,1.045591006E-1
2.200048828E4,1.107399611E-1
2.200195312E4,1.232645786E-1
2.200341797E4,4.712875313E-2
2.200488281E4,1.154619211E-1
2.200634766E4,1.095186916E-1
2.200781250E4,9.766587321E-2
2.200927734E4,1.357744181E-1
2.201074219E4,6.661070579E-2
2.201220703E4,1.157578014E-1
2.201367188E4,6.468361786E-2
2.201513672E4,1.176952265E-1
2.201660156E4,1.087423926E-1
2.201806641E4,8.852430273E-2
2.201953125E4,7.143330330E-2
2.202099609E4,9.682621570E-2
2.202246094E4,9.339232152E-2
2.202392578E4,1.101679645E-1
2.202539062E4,1.297674386E-1
2.202685547E4,7.778669295E-2
2.202832031E4,1.528467353E-1
2.202978516E4,2.522041706E-1
2.203125000E4,1.443113193E-1
2.203271484E4,1.985776019E-1
2.203417969E4,1.898330825E-1
2.203564453E4,2.194054523E-1
2.203710938E4,2.490764234E-1
2.203857422E4,1.505895227E-1
2.204003906E4,1.737023937E-1
2.204150391E4,8.941653309E-2
2.204296875E4,5.430457795E-2
2.204443359E4,1.405827307E-1
2.204589844E4,4.675062669E-2
2.204736328E4,2.605078312E-2
2.204882812E4,6.043499242E-2
2.205029297E4,7.298096944E-2
2.205175781E4,1.170888470E-1
2.205322266E4,8.061820914E-2
2.205468750E4,1.437850345E-1
2.205615234E4,9.743722787E-2
2.205761719E4,1.198575592E-1
2.205908203E4,1.051115598E-2
2.206054688E4,2.604629932E-2
2.206201172E4,1.036842742E-1
2.206347656E4,1.146619959E-1
2.206494141E4,9.604332182E-2
2.206640625E4,1.279890442E-1
2.206787109E4,7.254916352E-2
2.206933594E4,2.828204702E-2
2.207080078E4,8.511325594E-2
2.207226562E4,7.498681622E-2
2.207373047E4,1.722264926E-1
2.207519531E4,1.392452370E-1
2.207666016E4,1.006394983E-1
