"Time (s)","Recording (a.u.)"
4.522916667E-2,7.019042969E-4
4.525000000E-2,1.525878906E-4
4.527083333E-2,5.187988281E-4
4.529166667E-2,6.103515625E-5
4.531250000E-2,7.934570312E-4
4.533333333E-2,3.662109375E-4
4.535416667E-2,4.272460938E-4
4.537500000E-2,6.408691406E-4
4.539583333E-2,2.441406250E-4
4.541666667E-2,-1.220703125E-4
4.543750000E-2,-9.155273438E-5
4.545833333E-2,5.798339844E-4
4.547916667E-2,1.525878906E-4
4.550000000E-2,1.159667969E-3
4.552083333E-2,8.239746094E-4
4.554166667E-2,5.187988281E-4
4.556250000E-2,9.155273438E-4
4.558333333E-2,8.850097656E-4
4.560416667E-2,1.434326172E-3
4.562500000E-2,1.098632812E-3
4.564583333E-2,9.460449219E-4
4.566666667E-2,3.967285156E-4
4.568750000E-2,3.967285156E-4
4.570833333E-2,-6.713867188E-4
4.572916667E-2,3.051757812E-5
4.575000000E-2,3.662109375E-4
4.577083333E-2,-6.408691406E-4
4.579166667E-2,-3.662109375E-4
4.581250000E-2,-9.765625000E-4
4.583333333E-2,-4.882812500E-4
4.585416667E-2,-1.068115234E-3
4.587500000E-2,-1.312255859E-3
4.589583333E-2,-8.850097656E-4
4.591666667E-2,-1.922607422E-3
4.593750000E-2,-1.220703125E-3
4.595833333E-2,-1.037597656E-3
4.597916667E-2,-1.220703125E-3
4.600000000E-2,-1.434326172E-3
4.602083333E-2,-1.770019531E-3
4.604166667E-2,-2.349853516E-3
4.606250000E-2,-2.227783203E-3
4.608333333E-2,-2.349853516E-3
4.610416667E-2,-2.655029297E-3
4.612500000E-2,-2.563476562E-3
4.614583333E-2,-1.647949219E-3
4.616666667E-2,-1.403808594E-3
4.618750000E-2,-1.037597656E-3
4.620833333E-2,-2.746582031E-4
4.622916667E-2,-6.408691406E-4
4.625000000E-2,-2.746582031E-4
4.627083333E-2,-3.662109375E-4
4.629166667E-2,3.967285156E-4
4.631250000E-2,-5.493164062E-4
4.633333333E-2,-1.037597656E-3
4.635416667E-2,-6.408691406E-4
4.637500000E-2,-7.629394531E-4
4.639583333E-2,6.103515625E-5
4.641666667E-2,-1.525878906E-4
4.643750000E-2,3.051757812E-5
4.645833333E-2,5.493164062E-4
4.647916667E-2,6.103515625E-5
4.650000000E-2,5.493164062E-4
4.652083333E-2,-3.051757812E-5
4.654166667E-2,5.187988281E-4
4.656250000E-2,8.239746094E-4
4.658333333E-2,3.051757812E-4
4.660416667E-2,8.850097656E-4
4.662500000E-2,3.356933594E-4
4.664583333E-2,4.272460938E-4
4.666666667E-2,-4.577636719E-4
4.668750000E-2,-5.493164062E-4
4.670833333E-2,-1.831054688E-4
4.672916667E-2,-8.850097656E-4
4.675000000E-2,-5.798339844E-4
4.677083333E-2,-5.493164062E-4
4.679166667E-2,-5.493164062E-4
4.681250000E-2,-7.934570312E-4
4.683333333E-2,-1.220703125E-4
4.685416667E-2,-3.662109375E-4
4.687500000E-2,-7.629394531E-4
4.689583333E-2,-1.190185547E-3
4.691666667E-2,-9.460449219E-4
4.693750000E-2,-9.460449219E-4
4.695833333E-2,-1.220703125E-4
4.697916667E-2,-3.051757812E-5
4.700000000E-2,7.019042969E-4
4.702083333E-2,1.098632812E-3
4.704166667E-2,4.882812500E-4
4.706250000E-2,1.037597656E-3
4.708333333E-2,7.934570312E-4
4.710416667E-2,8.850097656E-4
4.712500000E-2,1.190185547E-3
4.714583333E-2,1.098632812E-3
4.716666667E-2,9.765625000E-4
4.718750000E-2,9.155273438E-4
4.720833333E-2,1.342773438E-3
4.722916667E-2,1.129150391E-3
4.725000000E-2,7.934570312E-4
4.727083333E-2,1.129150391E-3
4.729166667E-2,8.239746094E-4
4.731250000E-2,5.798339844E-4
4.733333333E-2,1.342773438E-3
4.735416667E-2,7.324218750E-4
4.737500000E-2,1.251220703E-3
4.739583333E-2,1.037597656E-3
4.741666667E-2,1.068115234E-3
4.743750000E-2,1.708984375E-3
4.745833333E-2,6.713867188E-4
4.747916667E-2,1.708984375E-3
4.750000000E-2,9.765625000E-4
4.752083333E-2,1.312255859E-3
4.754166667E-2,1.190185547E-3
4.756250000E-2,1.007080078E-3
4.758333333E-2,9.460449219E-4
4.760416667E-2,4.272460938E-4
4.762500000E-2,9.460449219E-4
4.764583333E-2,5.493164062E-4
4.766666667E-2,7.019042969E-4
4.768750000E-2,1.007080078E-3
4.770833333E-2,9.765625000E-4
4.772916667E-2,6.713867188E-4
4.775000000E-2,-1.831054688E-4
4.777083333E-2,2.441406250E-4
4.779166667E-2,6.103515625E-5
4.781250000E-2,9.765625000E-4
4.783333333E-2,1.770019531E-3
4.785416667E-2,1.556396484E-3
4.787500000E-2,2.441406250E-3
4.789583333E-2,2.349853516E-3
4.791666667E-2,1.220703125E-3
4.793750000E-2,9.155273438E-4
4.795833333E-2,7.324218750E-4
4.797916667E-2,0.000000000E0
4.800000000E-2,6.408691406E-4
4.802083333E-2,8.239746094E-4
4.804166667E-2,1.617431641E-3
4.806250000E-2,2.105712891E-3
4.808333333E-2,2.044677734E-3
4.810416667E-2,2.105712891E-3
4.812500000E-2,1.861572266E-3
4.814583333E-2,1.831054688E-3
4.816666667E-2,9.765625000E-4
4.818750000E-2,1.800537109E-3
4.820833333E-2,2.105712891E-3
4.822916667E-2,2.105712891E-3
4.825000000E-2,2.227783203E-3
4.827083333E-2,1.922607422E-3
4.829166667E-2,2.441406250E-3
4.831250000E-2,1.739501953E-3
4.833333333E-2,1.129150391E-3
4.835416667E-2,8.850097656E-4
4.837500000E-2,6.408691406E-4
4.839583333E-2,4.882812500E-4
4.841666667E-2,3.662109375E-4
4.843750000E-2,5.187988281E-4
4.845833333E-2,4.882812500E-4
4.847916667E-2,6.103515625E-4
4.850000000E-2,6.103515625E-4
4.852083333E-2,1.251220703E-3
4.854166667E-2,7.629394531E-4
4.856250000E-2,1.220703125E-4
4.858333333E-2,-1.831054688E-4
4.860416667E-2,-5.187988281E-4
4.862500000E-2,-1.312255859E-3
4.864583333E-2,-1.129150391E-3
4.866666667E-2,-1.068115234E-3
4.868750000E-2,-1.037597656E-3
4.870833333E-2,-1.098632812E-3
4.872916667E-2,-3.662109375E-4
4.875000000E-2,-6.713867188E-4
4.877083333E-2,-4.272460938E-4
4.879166667E-2,-4.577636719E-4
4.881250000E-2,-1.007080078E-3
4.883333333E-2,-1.220703125E-4
4.885416667E-2,-7.324218750E-4
4.887500000E-2,-2.441406250E-4
4.889583333E-2,-2.136230469E-4
4.891666667E-2,6.103515625E-5
4.893750000E-2,1.220703125E-4
4.895833333E-2,-3.967285156E-4
4.897916667E-2,-8.850097656E-4
4.900000000E-2,-5.798339844E-4
4.902083333E-2,-3.051757812E-4
4.904166667E-2,-6.103515625E-4
4.906250000E-2,-2.746582031E-4
4.908333333E-2,-7.934570312E-4
4.910416667E-2,2.746582031E-4
4.912500000E-2,3.051757812E-4
4.914583333E-2,-3.967285156E-4
4.916666667E-2,0.000000000E0
4.918750000E-2,-9.155273438E-4
4.920833333E-2,-3.051757812E-5
4.922916667E-2,-9.460449219E-4
4.925000000E-2,-2.746582031E-4
4.927083333E-2,-3.662109375E-4
4.929166667E-2,-1.312255859E-3
4.931250000E-2,-7.934570312E-4
4.933333333E-2,-2.197265625E-3
4.935416667E-2,-1.647949219E-3
4.937500000E-2,-1.922607422E-3
4.939583333E-2,-1.647949219E-3
4.941666667E-2,-8.544921875E-4
4.943750000E-2,-1.190185547E-3
4.945833333E-2,-3.356933594E-4
4.947916667E-2,-5.493164062E-4
4.950000000E-2,-8.850097656E-4
4.952083333E-2,-8.850097656E-4
4.954166667E-2,-9.460449219E-4
4.956250000E-2,-1.007080078E-3
4.958333333E-2,-9.460449219E-4
4.960416667E-2,-1.342773438E-3
4.962500000E-2,-1.953125000E-3
4.964583333E-2,-1.800537109E-3
4.966666667E-2,-2.075195312E-3
4.968750000E-2,-2.532958984E-3
4.970833333E-2,-1.983642578E-3
4.972916667E-2,-1.464843750E-3
4.975000000E-2,-1.434326172E-3
4.977083333E-2,-1.403808594E-3
4.979166667E-2,-7.324218750E-4
4.981250000E-2,-1.190185547E-3
4.983333333E-2,-1.159667969E-3
4.985416667E-2,-1.098632812E-3
4.987500000E-2,-2.014160156E-3
4.989583333E-2,-1.647949219E-3
4.991666667E-2,-1.770019531E-3
4.993750000E-2,-1.495361328E-3
4.995833333E-2,-1.037597656E-3
4.997916667E-2,-1.098632812E-3
5.000000000E-2,-2.136230469E-4
5.002083333E-2,-3.051757812E-4
5.004166667E-2,-1.220703125E-4
5.006250000E-2,-1.831054688E-4
5.008333333E-2,-5.798339844E-4
5.010416667E-2,-1.220703125E-3
5.012500000E-2,-1.647949219E-3
5.014583333E-2,-1.739501953E-3
5.016666667E-2,-1.373291016E-3
5.018750000E-2,-1.342773438E-3
5.020833333E-2,-1.953125000E-3
5.022916667E-2,-8.544921875E-4
5.025000000E-2,-8.544921875E-4
5.027083333E-2,0.000000000E0
5.029166667E-2,-4.882812500E-4
5.031250000E-2,-5.493164062E-4
5.033333333E-2,-6.103515625E-5
5.035416667E-2,1.220703125E-4
5.037500000E-2,1.342773438E-3
5.039583333E-2,-1.831054688E-4
5.041666667E-2,1.220703125E-4
5.043750000E-2,-6.713867188E-4
5.045833333E-2,-1.068115234E-3
5.047916667E-2,-1.220703125E-4
5.050000000E-2,-1.831054688E-4
5.052083333E-2,1.007080078E-3
5.054166667E-2,6.103515625E-4
5.056250000E-2,7.019042969E-4
5.058333333E-2,4.882812500E-4
5.060416667E-2,3.662109375E-4
5.062500000E-2,1.831054688E-4
5.064583333E-2,1.831054688E-4
5.066666667E-2,-7.019042969E-4
5.068750000E-2,-2.746582031E-4
5.070833333E-2,-5.187988281E-4
5.072916667E-2,-1.831054688E-4
5.075000000E-2,5.187988281E-4
5.077083333E-2,-3.051757812E-5
5.079166667E-2,-9.155273438E-5
5.081250000E-2,-1.525878906E-4
5.083333333E-2,-3.051757812E-5
5.085416667E-2,2.746582031E-4
5.087500000E-2,3.967285156E-4
5.089583333E-2,4.272460938E-4
5.091666667E-2,2.136230469E-4
5.093750000E-2,3.356933594E-4
5.095833333E-2,8.544921875E-4
5.097916667E-2,4.882812500E-4
5.100000000E-2,5.798339844E-4
5.102083333E-2,6.103515625E-5
5.104166667E-2,-1.831054688E-4
5.106250000E-2,-1.251220703E-3
5.108333333E-2,-1.251220703E-3
5.110416667E-2,-1.312255859E-3
5.112500000E-2,-1.464843750E-3
5.114583333E-2,-8.239746094E-4
5.116666667E-2,-1.617431641E-3
5.118750000E-2,-9.460449219E-4
5.120833333E-2,-1.556396484E-3
5.122916667E-2,-1.159667969E-3
5.125000000E-2,-1.281738281E-3
5.127083333E-2,-1.373291016E-3
5.129166667E-2,-1.129150391E-3
5.131250000E-2,-1.312255859E-3
5.133333333E-2,-1.556396484E-3
5.135416667E-2,-1.586914062E-3
5.137500000E-2,-1.586914062E-3
5.139583333E-2,-2.349853516E-3
5.141666667E-2,-1.068115234E-3
5.143750000E-2,-2.197265625E-3
5.145833333E-2,-1.068115234E-3
5.147916667E-2,-6.103515625E-4
5.150000000E-2,-7.629394531E-4
5.152083333E-2,1.525878906E-4
5.154166667E-2,-7.324218750E-4
5.156250000E-2,-9.155273438E-5
5.158333333E-2,-5.798339844E-4
5.160416667E-2,-1.525878906E-4
5.162500000E-2,2.746582031E-4
5.164583333E-2,4.882812500E-4
5.166666667E-2,1.129150391E-3
5.168750000E-2,1.831054688E-4
5.170833333E-2,-1.525878906E-4
5.172916667E-2,-3.356933594E-4
5.175000000E-2,-2.136230469E-4
5.177083333E-2,-3.051757812E-4
5.179166667E-2,2.136230469E-4
5.181250000E-2,3.356933594E-4
5.183333333E-2,2.746582031E-4
5.185416667E-2,6.713867188E-4
5.187500000E-2,7.019042969E-4
5.189583333E-2,1.373291016E-3
5.191666667E-2,9.155273438E-4
5.193750000E-2,1.739501953E-3
5.195833333E-2,1.159667969E-3
5.197916667E-2,5.798339844E-4
5.200000000E-2,1.068115234E-3
5.202083333E-2,-2.441406250E-4
5.204166667E-2,4.577636719E-4
5.206250000E-2,3.662109375E-4
5.208333333E-2,3.051757812E-4
5.210416667E-2,4.272460938E-4
5.212500000E-2,2.746582031E-4
5.214583333E-2,1.617431641E-3
5.216666667E-2,1.220703125E-3
5.218750000E-2,1.464843750E-3
5.220833333E-2,1.373291016E-3
5.222916667E-2,8.239746094E-4
5.225000000E-2,1.525878906E-3
5.227083333E-2,7.629394531E-4
5.229166667E-2,8.850097656E-4
5.231250000E-2,9.155273438E-4
5.233333333E-2,1.220703125E-3
5.235416667E-2,5.798339844E-4
5.237500000E-2,9.765625000E-4
5.239583333E-2,8.850097656E-4
5.241666667E-2,1.831054688E-4
5.243750000E-2,1.281738281E-3
5.245833333E-2,1.098632812E-3
5.247916667E-2,1.770019531E-3
5.250000000E-2,1.831054688E-3
5.252083333E-2,1.403808594E-3
5.254166667E-2,1.098632812E-3
5.256250000E-2,8.544921875E-4
5.258333333E-2,5.798339844E-4
5.260416667E-2,2.746582031E-4
5.262500000E-2,5.798339844E-4
5.264583333E-2,5.493164062E-4
5.266666667E-2,7.629394531E-4
5.268750000E-2,1.525878906E-3
5.270833333E-2,1.525878906E-3
5.272916667E-2,1.281738281E-3
5.275000000E-2,1.525878906E-3
5.277083333E-2,8.544921875E-4
5.279166667E-2,1.586914062E-3
5.281250000E-2,1.190185547E-3
5.283333333E-2,3.051757812E-5
5.285416667E-2,6.103515625E-5
5.287500000E-2,1.220703125E-4
5.289583333E-2,4.272460938E-4
5.291666667E-2,4.882812500E-4
5.293750000E-2,-2.746582031E-4
5.295833333E-2,-1.220703125E-4
5.297916667E-2,-6.713867188E-4
5.300000000E-2,-1.129150391E-3
5.302083333E-2,-6.103515625E-4
5.304166667E-2,-6.408691406E-4
5.306250000E-2,-2.136230469E-4
5.308333333E-2,-8.544921875E-4
5.310416667E-2,-4.577636719E-4
5.312500000E-2,-5.187988281E-4
5.314583333E-2,3.967285156E-4
5.316666667E-2,-2.136230469E-4
5.318750000E-2,-7.324218750E-4
5.320833333E-2,-9.765625000E-4
5.322916667E-2,-2.319335938E-3
5.325000000E-2,-2.044677734E-3
5.327083333E-2,-3.021240234E-3
5.329166667E-2,-2.471923828E-3
5.331250000E-2,-2.441406250E-3
5.333333333E-2,-1.892089844E-3
5.335416667E-2,-9.765625000E-4
5.337500000E-2,-1.159667969E-3
5.339583333E-2,-1.129150391E-3
5.341666667E-2,-1.861572266E-3
5.343750000E-2,-1.617431641E-3
5.345833333E-2,-1.434326172E-3
5.347916667E-2,-1.281738281E-3
5.350000000E-2,-1.281738281E-3
5.352083333E-2,-1.647949219E-3
5.354166667E-2,-1.342773438E-3
5.356250000E-2,-2.014160156E-3
5.358333333E-2,-1.708984375E-3
5.360416667E-2,-1.129150391E-3
5.362500000E-2,-1.190185547E-3
5.364583333E-2,-7.629394531E-4
5.366666667E-2,-8.544921875E-4
5.368750000E-2,-9.155273438E-5
5.370833333E-2,-6.103515625E-5
5.372916667E-2,-3.356933594E-4
5.375000000E-2,3.967285156E-4
5.377083333E-2,6.103515625E-5
5.379166667E-2,4.272460938E-4
5.381250000E-2,-2.136230469E-4
5.383333333E-2,-2.441406250E-4
5.385416667E-2,3.967285156E-4
5.387500000E-2,3.356933594E-4
5.389583333E-2,9.155273438E-5
5.391666667E-2,4.577636719E-4
5.393750000E-2,9.155273438E-5
5.395833333E-2,9.155273438E-5
5.397916667E-2,3.356933594E-4
5.400000000E-2,3.356933594E-4
5.402083333E-2,1.159667969E-3
5.404166667E-2,1.220703125E-4
5.406250000E-2,9.460449219E-4
5.408333333E-2,2.136230469E-4
5.410416667E-2,-6.713867188E-4
5.412500000E-2,-1.220703125E-4
5.414583333E-2,-5.493164062E-4
5.416666667E-2,-6.713867188E-4
5.418750000E-2,-1.403808594E-3
5.420833333E-2,-1.708984375E-3
5.422916667E-2,-1.861572266E-3
5.425000000E-2,-1.098632812E-3
5.427083333E-2,-1.892089844E-3
5.429166667E-2,-1.007080078E-3
5.431250000E-2,-9.460449219E-4
5.433333333E-2,-8.850097656E-4
5.435416667E-2,4.577636719E-4
5.437500000E-2,-8.239746094E-4
5.439583333E-2,4.577636719E-4
5.441666667E-2,-1.525878906E-4
5.443750000E-2,-4.272460938E-4
5.445833333E-2,-2.746582031E-4
5.447916667E-2,-1.007080078E-3
5.450000000E-2,-1.525878906E-4
5.452083333E-2,-4.577636719E-4
5.454166667E-2,-7.019042969E-4
5.456250000E-2,-8.544921875E-4
5.458333333E-2,-4.577636719E-4
5.460416667E-2,-6.103515625E-5
5.462500000E-2,-9.155273438E-5
5.464583333E-2,0.000000000E0
5.466666667E-2,4.272460938E-4
5.468750000E-2,6.713867188E-4
5.470833333E-2,1.220703125E-3
5.472916667E-2,1.098632812E-3
5.475000000E-2,7.629394531E-4
5.477083333E-2,1.129150391E-3
5.479166667E-2,3.662109375E-4
5.481250000E-2,0.000000000E0
5.483333333E-2,-8.239746094E-4
5.485416667E-2,-3.662109375E-4
5.487500000E-2,-6.713867188E-4
5.489583333E-2,-7.019042969E-4
5.491666667E-2,2.136230469E-4
5.493750000E-2,1.831054688E-4
5.495833333E-2,1.098632812E-3
5.497916667E-2,3.967285156E-4
5.500000000E-2,3.051757812E-4
5.502083333E-2,7.934570312E-4
5.504166667E-2,3.967285156E-4
5.506250000E-2,1.373291016E-3
5.508333333E-2,8.544921875E-4
5.510416667E-2,1.464843750E-3
5.512500000E-2,1.251220703E-3
5.514583333E-2,7.629394531E-4
5.516666667E-2,1.556396484E-3
5.518750000E-2,1.678466797E-3
5.520833333E-2,2.227783203E-3
5.522916667E-2,1.403808594E-3
5.525000000E-2,1.800537109E-3
5.527083333E-2,1.342773438E-3
5.529166667E-2,1.159667969E-3
5.531250000E-2,1.892089844E-3
5.533333333E-2,8.239746094E-4
5.535416667E-2,1.953125000E-3
5.537500000E-2,9.765625000E-4
5.539583333E-2,1.373291016E-3
5.541666667E-2,1.861572266E-3
5.543750000E-2,1.129150391E-3
5.545833333E-2,1.922607422E-3
5.547916667E-2,1.281738281E-3
5.550000000E-2,1.403808594E-3
5.552083333E-2,1.037597656E-3
5.554166667E-2,9.460449219E-4
5.556250000E-2,1.586914062E-3
5.558333333E-2,7.324218750E-4
5.560416667E-2,8.850097656E-4
5.562500000E-2,1.068115234E-3
5.564583333E-2,9.155273438E-4
5.566666667E-2,1.678466797E-3
5.568750000E-2,8.239746094E-4
5.570833333E-2,1.525878906E-3
5.572916667E-2,9.460449219E-4
5.575000000E-2,1.098632812E-3
5.577083333E-2,4.577636719E-4
5.579166667E-2,-1.831054688E-4
5.581250000E-2,-3.051757812E-5
5.583333333E-2,2.746582031E-4
5.585416667E-2,2.746582031E-4
5.587500000E-2,5.798339844E-4
5.589583333E-2,5.493164062E-4
5.591666667E-2,6.103515625E-5
5.593750000E-2,3.356933594E-4
5.595833333E-2,-4.272460938E-4
5.597916667E-2,7.629394531E-4
5.600000000E-2,4.577636719E-4
5.602083333E-2,9.460449219E-4
5.604166667E-2,1.586914062E-3
5.606250000E-2,8.544921875E-4
5.608333333E-2,7.324218750E-4
5.610416667E-2,-1.525878906E-4
5.612500000E-2,-3.356933594E-4
5.614583333E-2,-2.136230469E-4
5.616666667E-2,-6.103515625E-5
5.618750000E-2,9.765625000E-4
5.620833333E-2,1.129150391E-3
5.622916667E-2,4.272460938E-4
5.625000000E-2,1.342773438E-3
5.627083333E-2,-1.220703125E-4
5.629166667E-2,-9.155273438E-5
5.631250000E-2,8.544921875E-4
5.633333333E-2,3.662109375E-4
5.635416667E-2,4.577636719E-4
5.637500000E-2,-3.051757812E-5
5.639583333E-2,-2.441406250E-4
5.641666667E-2,1.831054688E-4
5.643750000E-2,-5.493164062E-4
5.645833333E-2,-6.103515625E-4
5.647916667E-2,-6.713867188E-4
5.650000000E-2,-1.220703125E-4
5.652083333E-2,-9.155273438E-5
5.654166667E-2,-4.882812500E-4
5.656250000E-2,-9.155273438E-5
5.658333333E-2,-8.544921875E-4
5.660416667E-2,-1.007080078E-3
5.662500000E-2,-8.544921875E-4
5.664583333E-2,-7.324218750E-4
5.666666667E-2,-8.850097656E-4
5.668750000E-2,-6.713867188E-4
5.670833333E-2,-1.098632812E-3
5.672916667E-2,-4.882812500E-4
5.675000000E-2,-2.441406250E-4
5.677083333E-2,-2.746582031E-4
5.679166667E-2,5.493164062E-4
5.681250000E-2,1.220703125E-4
5.683333333E-2,1.281738281E-3
5.685416667E-2,9.155273438E-4
5.687500000E-2,1.373291016E-3
5.689583333E-2,1.342773438E-3
5.691666667E-2,1.098632812E-3
5.693750000E-2,1.037597656E-3
5.695833333E-2,1.525878906E-4
5.697916667E-2,1.373291016E-3
5.700000000E-2,1.068115234E-3
5.702083333E-2,8.544921875E-4
5.704166667E-2,9.765625000E-4
5.706250000E-2,5.493164062E-4
5.708333333E-2,7.934570312E-4
5.710416667E-2,6.103515625E-4
5.712500000E-2,7.629394531E-4
5.714583333E-2,2.746582031E-4
5.716666667E-2,7.934570312E-4
5.718750000E-2,4.882812500E-4
5.720833333E-2,3.051757812E-5
5.722916667E-2,3.662109375E-4
5.725000000E-2,3.051757812E-5
5.727083333E-2,8.239746094E-4
5.729166667E-2,1.068115234E-3
5.731250000E-2,9.460449219E-4
5.733333333E-2,9.155273438E-4
5.735416667E-2,7.019042969E-4
5.737500000E-2,3.967285156E-4
5.739583333E-2,1.037597656E-3
5.741666667E-2,3.356933594E-4
5.743750000E-2,7.019042969E-4
5.745833333E-2,5.798339844E-4
5.747916667E-2,7.324218750E-4
5.750000000E-2,7.934570312E-4
5.752083333E-2,1.068115234E-3
5.754166667E-2,1.190185547E-3
5.756250000E-2,7.934570312E-4
5.758333333E-2,1.525878906E-3
5.760416667E-2,4.577636719E-4
5.762500000E-2,6.103515625E-4
5.764583333E-2,2.746582031E-4
5.766666667E-2,6.408691406E-4
5.768750000E-2,6.713867188E-4
5.770833333E-2,5.493164062E-4
5.772916667E-2,1.098632812E-3
5.775000000E-2,2.441406250E-4
5.777083333E-2,7.019042969E-4
5.779166667E-2,5.187988281E-4
5.781250000E-2,3.051757812E-4
5.783333333E-2,3.967285156E-4
5.785416667E-2,3.051757812E-5
5.787500000E-2,1.220703125E-4
5.789583333E-2,2.746582031E-4
5.791666667E-2,4.882812500E-4
5.793750000E-2,2.441406250E-4
5.795833333E-2,4.272460938E-4
5.797916667E-2,3.051757812E-5
5.800000000E-2,-4.577636719E-4
5.802083333E-2,-1.007080078E-3
5.804166667E-2,-1.007080078E-3
5.806250000E-2,-1.281738281E-3
5.808333333E-2,-1.495361328E-3
5.810416667E-2,-1.007080078E-3
5.812500000E-2,-1.281738281E-3
5.814583333E-2,-1.831054688E-3
5.816666667E-2,-1.434326172E-3
5.818750000E-2,-1.678466797E-3
5.820833333E-2,-1.434326172E-3
5.822916667E-2,-2.136230469E-3
5.825000000E-2,-1.983642578E-3
5.827083333E-2,-1.770019531E-3
5.829166667E-2,-1.770019531E-3
5.831250000E-2,-9.460449219E-4
5.833333333E-2,-1.647949219E-3
5.835416667E-2,-9.155273438E-4
5.837500000E-2,-1.831054688E-3
5.839583333E-2,-2.349853516E-3
5.841666667E-2,-2.258300781E-3
5.843750000E-2,-2.014160156E-3
5.845833333E-2,-1.739501953E-3
5.847916667E-2,-1.495361328E-3
5.850000000E-2,-1.373291016E-3
5.852083333E-2,-1.159667969E-3
5.854166667E-2,-8.544921875E-4
5.856250000E-2,-1.068115234E-3
5.858333333E-2,-8.239746094E-4
5.860416667E-2,-9.155273438E-4
5.862500000E-2,-3.967285156E-4
5.864583333E-2,-4.577636719E-4
5.866666667E-2,-2.441406250E-4
5.868750000E-2,-3.967285156E-4
5.870833333E-2,-4.272460938E-4
5.872916667E-2,3.051757812E-4
5.875000000E-2,2.441406250E-4
5.877083333E-2,6.408691406E-4
5.879166667E-2,-1.525878906E-4
5.881250000E-2,9.155273438E-5
5.883333333E-2,-6.713867188E-4
5.885416667E-2,-3.051757812E-4
5.887500000E-2,2.746582031E-4
5.889583333E-2,7.019042969E-4
5.891666667E-2,1.220703125E-3
5.893750000E-2,-2.746582031E-4
5.895833333E-2,-6.103515625E-5
5.897916667E-2,-1.007080078E-3
5.900000000E-2,-8.239746094E-4
5.902083333E-2,-5.493164062E-4
5.904166667E-2,-1.037597656E-3
5.906250000E-2,-3.967285156E-4
5.908333333E-2,-1.831054688E-4
5.910416667E-2,-6.713867188E-4
5.912500000E-2,-5.187988281E-4
5.914583333E-2,-7.019042969E-4
5.916666667E-2,-3.662109375E-4
5.918750000E-2,-4.577636719E-4
5.920833333E-2,-1.708984375E-3
5.922916667E-2,-1.007080078E-3
5.925000000E-2,-1.251220703E-3
5.927083333E-2,-7.629394531E-4
5.929166667E-2,-5.187988281E-4
5.931250000E-2,-6.713867188E-4
5.933333333E-2,1.220703125E-4
5.935416667E-2,-3.356933594E-4
5.937500000E-2,-1.220703125E-4
5.939583333E-2,-5.187988281E-4
5.941666667E-2,-3.967285156E-4
5.943750000E-2,-4.272460938E-4
5.945833333E-2,-8.850097656E-4
5.947916667E-2,-7.934570312E-4
5.950000000E-2,-1.220703125E-3
5.952083333E-2,-9.765625000E-4
5.954166667E-2,-8.850097656E-4
5.956250000E-2,-4.577636719E-4
5.958333333E-2,-7.019042969E-4
5.960416667E-2,-1.983642578E-3
5.962500000E-2,-1.708984375E-3
5.964583333E-2,-1.556396484E-3
5.966666667E-2,-1.190185547E-3
5.968750000E-2,-9.460449219E-4
5.970833333E-2,-5.493164062E-4
5.972916667E-2,-6.103515625E-5
5.975000000E-2,7.629394531E-4
5.977083333E-2,7.629394531E-4
5.979166667E-2,-5.187988281E-4
5.981250000E-2,-1.251220703E-3
5.983333333E-2,-2.441406250E-4
5.985416667E-2,-6.713867188E-4
5.987500000E-2,-2.136230469E-4
5.989583333E-2,2.441406250E-4
5.991666667E-2,6.408691406E-4
5.993750000E-2,1.312255859E-3
5.995833333E-2,2.746582031E-4
5.997916667E-2,1.831054688E-4
6.000000000E-2,1.220703125E-4
6.002083333E-2,9.155273438E-5
6.004166667E-2,-5.493164062E-4
6.006250000E-2,-8.544921875E-4
6.008333333E-2,-7.934570312E-4
6.010416667E-2,-3.967285156E-4
6.012500000E-2,-2.441406250E-4
6.014583333E-2,-5.493164062E-4
6.016666667E-2,-7.019042969E-4
6.018750000E-2,-1.190185547E-3
6.020833333E-2,-6.408691406E-4
6.022916667E-2,-9.765625000E-4
6.025000000E-2,-1.129150391E-3
6.027083333E-2,-3.662109375E-4
6.029166667E-2,-3.051757812E-4
6.031250000E-2,-4.577636719E-4
6.033333333E-2,-8.239746094E-4
6.035416667E-2,-5.187988281E-4
6.037500000E-2,-6.103515625E-4
6.039583333E-2,-1.098632812E-3
6.041666667E-2,-4.882812500E-4
6.043750000E-2,-3.662109375E-4
6.045833333E-2,3.051757812E-5
6.047916667E-2,7.019042969E-4
6.050000000E-2,9.155273438E-5
6.052083333E-2,4.577636719E-4
6.054166667E-2,2.746582031E-4
6.056250000E-2,-3.051757812E-5
6.058333333E-2,0.000000000E0
6.060416667E-2,-4.577636719E-4
6.062500000E-2,2.136230469E-4
6.064583333E-2,-3.051757812E-5
6.066666667E-2,-9.155273438E-5
6.068750000E-2,-3.051757812E-5
6.070833333E-2,5.493164062E-4
6.072916667E-2,7.629394531E-4
6.075000000E-2,3.967285156E-4
6.077083333E-2,6.408691406E-4
6.079166667E-2,9.155273438E-4
6.081250000E-2,1.403808594E-3
6.083333333E-2,1.434326172E-3
6.085416667E-2,1.312255859E-3
6.087500000E-2,1.892089844E-3
6.089583333E-2,1.617431641E-3
6.091666667E-2,1.464843750E-3
6.093750000E-2,1.861572266E-3
6.095833333E-2,1.800537109E-3
