"Time (s)","Recording (a.u.)"
3.907916667E-1,1.464843750E-3
3.908125000E-1,9.155273438E-4
3.908333333E-1,1.281738281E-3
3.908541667E-1,8.850097656E-4
3.908750000E-1,1.037597656E-3
3.908958333E-1,1.770019531E-3
3.909166667E-1,1.434326172E-3
3.909375000E-1,2.288818359E-3
3.909583333E-1,2.288818359E-3
3.909791667E-1,3.417968750E-3
3.910000000E-1,3.784179688E-3
3.910208333E-1,3.936767578E-3
3.910416667E-1,4.730224609E-3
3.910625000E-1,4.730224609E-3
3.910833333E-1,6.042480469E-3
3.911041667E-1,4.943847656E-3
3.911250000E-1,4.608154297E-3
3.911458333E-1,2.685546875E-3
3.911666667E-1,2.471923828E-3
3.911875000E-1,3.021240234E-3
3.912083333E-1,2.746582031E-3
3.912291667E-1,4.241943359E-3
3.912500000E-1,3.936767578E-3
3.912708333E-1,5.371093750E-3
3.912916667E-1,3.875732422E-3
3.913125000E-1,2.471923828E-3
3.913333333E-1,1.098632812E-3
3.913541667E-1,6.103515625E-5
3.913750000E-1,-8.850097656E-4
3.913958333E-1,-2.014160156E-3
3.914166667E-1,-1.983642578E-3
3.914375000E-1,-2.471923828E-3
3.914583333E-1,-7.019042969E-4
3.914791667E-1,-2.746582031E-4
3.915000000E-1,9.460449219E-4
3.915208333E-1,3.662109375E-4
3.915416667E-1,-4.882812500E-4
3.915625000E-1,-1.007080078E-3
3.915833333E-1,-1.556396484E-3
3.916041667E-1,-1.861572266E-3
3.916250000E-1,-2.044677734E-3
3.916458333E-1,-2.014160156E-3
3.916666667E-1,-2.502441406E-3
3.916875000E-1,-1.953125000E-3
3.917083333E-1,-1.739501953E-3
3.917291667E-1,-1.464843750E-3
3.917500000E-1,-6.103515625E-4
3.917708333E-1,-5.798339844E-4
3.917916667E-1,-1.037597656E-3
3.918125000E-1,-6.103515625E-4
3.918333333E-1,-1.831054688E-3
3.918541667E-1,-6.103515625E-5
3.918750000E-1,-1.708984375E-3
3.918958333E-1,-1.495361328E-3
3.919166667E-1,0.000000000E0
3.919375000E-1,-7.324218750E-4
3.919583333E-1,-7.019042969E-4
3.919791667E-1,-1.953125000E-3
3.920000000E-1,-1.068115234E-3
3.920208333E-1,-3.356933594E-4
3.920416667E-1,-3.051757812E-5
3.920625000E-1,1.373291016E-3
3.920833333E-1,1.617431641E-3
3.921041667E-1,1.678466797E-3
3.921250000E-1,1.281738281E-3
3.921458333E-1,1.220703125E-4
3.921666667E-1,6.103515625E-4
3.921875000E-1,2.136230469E-4
3.922083333E-1,-1.220703125E-4
3.922291667E-1,-6.103515625E-4
3.922500000E-1,-9.765625000E-4
3.922708333E-1,-9.155273438E-5
3.922916667E-1,3.967285156E-4
3.923125000E-1,-3.662109375E-4
3.923333333E-1,2.136230469E-4
3.923541667E-1,1.220703125E-4
3.923750000E-1,2.136230469E-4
3.923958333E-1,1.831054688E-4
3.924166667E-1,-1.525878906E-4
3.924375000E-1,-9.460449219E-4
3.924583333E-1,-2.410888672E-3
3.924791667E-1,-2.716064453E-3
3.925000000E-1,-3.631591797E-3
3.925208333E-1,-3.417968750E-3
3.925416667E-1,-4.547119141E-3
3.925625000E-1,-4.730224609E-3
3.925833333E-1,-4.821777344E-3
3.926041667E-1,-4.364013672E-3
3.926250000E-1,-4.394531250E-3
3.926458333E-1,-4.455566406E-3
3.926666667E-1,-4.425048828E-3
3.926875000E-1,-5.035400391E-3
3.927083333E-1,-4.516601562E-3
3.927291667E-1,-4.516601562E-3
3.927500000E-1,-3.814697266E-3
3.927708333E-1,-2.441406250E-3
3.927916667E-1,-2.349853516E-3
3.928125000E-1,-1.312255859E-3
3.928333333E-1,-6.408691406E-4
3.928541667E-1,-6.103515625E-5
3.928750000E-1,4.272460938E-4
3.928958333E-1,-2.136230469E-4
3.929166667E-1,-3.051757812E-5
3.929375000E-1,-8.239746094E-4
3.929583333E-1,1.831054688E-4
3.929791667E-1,-1.098632812E-3
3.930000000E-1,-6.103515625E-5
3.930208333E-1,1.831054688E-4
3.930416667E-1,-1.525878906E-4
3.930625000E-1,5.493164062E-4
3.930833333E-1,1.495361328E-3
3.931041667E-1,3.936767578E-3
3.931250000E-1,4.028320312E-3
3.931458333E-1,5.310058594E-3
3.931666667E-1,5.493164062E-3
3.931875000E-1,5.065917969E-3
3.932083333E-1,3.631591797E-3
3.932291667E-1,2.929687500E-3
3.932500000E-1,1.586914062E-3
3.932708333E-1,4.882812500E-4
3.932916667E-1,-2.746582031E-4
3.933125000E-1,-8.239746094E-4
3.933333333E-1,1.525878906E-4
3.933541667E-1,-7.629394531E-4
3.933750000E-1,-1.525878906E-4
3.933958333E-1,-2.746582031E-4
3.934166667E-1,1.220703125E-4
3.934375000E-1,9.765625000E-4
3.934583333E-1,1.525878906E-3
3.934791667E-1,1.953125000E-3
3.935000000E-1,1.556396484E-3
3.935208333E-1,7.324218750E-4
3.935416667E-1,-9.155273438E-4
3.935625000E-1,-1.068115234E-3
3.935833333E-1,-2.502441406E-3
3.936041667E-1,-1.739501953E-3
3.936250000E-1,-1.129150391E-3
3.936458333E-1,-2.044677734E-3
3.936666667E-1,-6.408691406E-4
3.936875000E-1,-1.159667969E-3
3.937083333E-1,3.662109375E-4
3.937291667E-1,7.019042969E-4
3.937500000E-1,9.155273438E-4
3.937708333E-1,2.502441406E-3
3.937916667E-1,2.868652344E-3
3.938125000E-1,3.570556641E-3
3.938333333E-1,3.448486328E-3
3.938541667E-1,3.356933594E-3
3.938750000E-1,2.929687500E-3
3.938958333E-1,2.288818359E-3
3.939166667E-1,2.075195312E-3
3.939375000E-1,1.861572266E-3
3.939583333E-1,1.159667969E-3
3.939791667E-1,1.831054688E-3
3.940000000E-1,2.075195312E-3
3.940208333E-1,2.105712891E-3
3.940416667E-1,2.288818359E-3
3.940625000E-1,1.281738281E-3
3.940833333E-1,1.434326172E-3
3.941041667E-1,4.882812500E-4
3.941250000E-1,6.103515625E-5
3.941458333E-1,4.577636719E-4
3.941666667E-1,6.103515625E-5
3.941875000E-1,4.577636719E-4
3.942083333E-1,2.136230469E-4
3.942291667E-1,1.434326172E-3
3.942500000E-1,1.495361328E-3
3.942708333E-1,1.159667969E-3
3.942916667E-1,1.678466797E-3
3.943125000E-1,1.220703125E-3
3.943333333E-1,1.373291016E-3
3.943541667E-1,1.525878906E-4
3.943750000E-1,-1.831054688E-4
3.943958333E-1,-3.356933594E-4
3.944166667E-1,-6.713867188E-4
3.944375000E-1,-1.708984375E-3
3.944583333E-1,-2.258300781E-3
3.944791667E-1,-1.617431641E-3
3.945000000E-1,-1.434326172E-3
3.945208333E-1,-3.051757812E-4
3.945416667E-1,5.493164062E-4
3.945625000E-1,1.373291016E-3
3.945833333E-1,1.770019531E-3
3.946041667E-1,1.098632812E-3
3.946250000E-1,9.155273438E-4
3.946458333E-1,8.850097656E-4
3.946666667E-1,1.007080078E-3
3.946875000E-1,9.765625000E-4
3.947083333E-1,-4.882812500E-4
3.947291667E-1,-2.441406250E-4
3.947500000E-1,-1.037597656E-3
3.947708333E-1,-1.647949219E-3
3.947916667E-1,-2.044677734E-3
3.948125000E-1,-2.349853516E-3
3.948333333E-1,-2.044677734E-3
3.948541667E-1,-3.204345703E-3
3.948750000E-1,-1.464843750E-3
3.948958333E-1,-1.190185547E-3
3.949166667E-1,-2.746582031E-4
3.949375000E-1,5.493164062E-4
3.949583333E-1,4.577636719E-4
3.949791667E-1,9.155273438E-5
3.950000000E-1,-1.708984375E-3
3.950208333E-1,-3.112792969E-3
3.950416667E-1,-5.065917969E-3
3.950625000E-1,-5.401611328E-3
3.950833333E-1,-5.065917969E-3
3.951041667E-1,-4.272460938E-3
3.951250000E-1,-2.868652344E-3
3.951458333E-1,-2.532958984E-3
3.951666667E-1,-2.319335938E-3
3.951875000E-1,-3.173828125E-3
3.952083333E-1,-3.234863281E-3
3.952291667E-1,-4.241943359E-3
3.952500000E-1,-4.272460938E-3
3.952708333E-1,-5.432128906E-3
3.952916667E-1,-5.645751953E-3
3.953125000E-1,-5.676269531E-3
3.953333333E-1,-5.401611328E-3
3.953541667E-1,-4.089355469E-3
3.953750000E-1,-4.852294922E-3
3.953958333E-1,-3.692626953E-3
3.954166667E-1,-4.608154297E-3
3.954375000E-1,-3.387451172E-3
3.954583333E-1,-3.326416016E-3
3.954791667E-1,-2.960205078E-3
3.955000000E-1,-2.441406250E-3
3.955208333E-1,-2.807617188E-3
3.955416667E-1,-1.251220703E-3
3.955625000E-1,-2.532958984E-3
3.955833333E-1,-1.037597656E-3
3.956041667E-1,-2.197265625E-3
3.956250000E-1,-1.617431641E-3
3.956458333E-1,9.155273438E-5
3.956666667E-1,-9.155273438E-4
3.956875000E-1,9.460449219E-4
3.957083333E-1,2.441406250E-4
3.957291667E-1,3.356933594E-4
3.957500000E-1,-9.155273438E-4
3.957708333E-1,-1.892089844E-3
3.957916667E-1,-2.166748047E-3
3.958125000E-1,-2.136230469E-3
3.958333333E-1,-1.708984375E-3
3.958541667E-1,-3.356933594E-3
3.958750000E-1,-7.019042969E-4
3.958958333E-1,3.662109375E-4
3.959166667E-1,2.746582031E-4
3.959375000E-1,2.014160156E-3
3.959583333E-1,2.655029297E-3
3.959791667E-1,2.044677734E-3
3.960000000E-1,2.288818359E-3
3.960208333E-1,2.868652344E-3
3.960416667E-1,1.800537109E-3
3.960625000E-1,2.166748047E-3
3.960833333E-1,8.544921875E-4
3.961041667E-1,2.136230469E-3
3.961250000E-1,6.408691406E-4
3.961458333E-1,3.662109375E-4
3.961666667E-1,1.739501953E-3
3.961875000E-1,1.098632812E-3
3.962083333E-1,2.258300781E-3
3.962291667E-1,1.647949219E-3
3.962500000E-1,2.471923828E-3
3.962708333E-1,1.464843750E-3
3.962916667E-1,1.037597656E-3
3.963125000E-1,1.647949219E-3
3.963333333E-1,1.312255859E-3
3.963541667E-1,1.861572266E-3
3.963750000E-1,3.265380859E-3
3.963958333E-1,4.180908203E-3
3.964166667E-1,4.699707031E-3
3.964375000E-1,3.967285156E-3
3.964583333E-1,3.662109375E-3
3.964791667E-1,3.784179688E-3
3.965000000E-1,3.112792969E-3
3.965208333E-1,4.028320312E-3
3.965416667E-1,3.234863281E-3
3.965625000E-1,2.380371094E-3
3.965833333E-1,1.739501953E-3
3.966041667E-1,-3.051757812E-5
3.966250000E-1,-1.281738281E-3
3.966458333E-1,-1.495361328E-3
3.966666667E-1,-2.014160156E-3
3.966875000E-1,-9.155273438E-4
3.967083333E-1,2.136230469E-4
3.967291667E-1,1.434326172E-3
3.967500000E-1,2.410888672E-3
3.967708333E-1,2.777099609E-3
3.967916667E-1,2.441406250E-3
3.968125000E-1,2.075195312E-3
3.968333333E-1,1.739501953E-3
3.968541667E-1,6.103515625E-4
3.968750000E-1,1.098632812E-3
3.968958333E-1,9.155273438E-5
3.969166667E-1,8.850097656E-4
3.969375000E-1,1.525878906E-4
3.969583333E-1,-1.831054688E-4
3.969791667E-1,-3.967285156E-4
3.970000000E-1,5.493164062E-4
3.970208333E-1,3.112792969E-3
3.970416667E-1,3.295898438E-3
3.970625000E-1,4.638671875E-3
3.970833333E-1,4.913330078E-3
3.971041667E-1,5.096435547E-3
3.971250000E-1,4.089355469E-3
3.971458333E-1,2.685546875E-3
3.971666667E-1,2.868652344E-3
3.971875000E-1,1.251220703E-3
3.972083333E-1,1.953125000E-3
3.972291667E-1,2.044677734E-3
3.972500000E-1,1.190185547E-3
3.972708333E-1,2.593994141E-3
3.972916667E-1,2.197265625E-3
3.973125000E-1,2.166748047E-3
3.973333333E-1,2.197265625E-3
3.973541667E-1,1.983642578E-3
3.973750000E-1,1.831054688E-3
3.973958333E-1,1.037597656E-3
3.974166667E-1,-1.831054688E-4
3.974375000E-1,-1.129150391E-3
3.974583333E-1,-7.324218750E-4
3.974791667E-1,-6.713867188E-4
3.975000000E-1,4.272460938E-4
3.975208333E-1,9.460449219E-4
3.975416667E-1,2.166748047E-3
3.975625000E-1,2.258300781E-3
3.975833333E-1,1.739501953E-3
3.976041667E-1,2.471923828E-3
3.976250000E-1,1.953125000E-3
3.976458333E-1,1.159667969E-3
3.976666667E-1,8.544921875E-4
3.976875000E-1,3.662109375E-4
3.977083333E-1,3.967285156E-4
3.977291667E-1,5.493164062E-4
3.977500000E-1,4.577636719E-4
3.977708333E-1,7.019042969E-4
3.977916667E-1,6.408691406E-4
3.978125000E-1,1.251220703E-3
3.978333333E-1,1.739501953E-3
3.978541667E-1,2.532958984E-3
3.978750000E-1,1.922607422E-3
3.978958333E-1,1.586914062E-3
3.979166667E-1,1.373291016E-3
3.979375000E-1,-6.103515625E-5
3.979583333E-1,7.629394531E-4
3.979791667E-1,-3.051757812E-5
3.980000000E-1,3.356933594E-4
3.980208333E-1,3.967285156E-4
3.980416667E-1,4.272460938E-4
3.980625000E-1,2.014160156E-3
3.980833333E-1,2.166748047E-3
3.981041667E-1,1.861572266E-3
3.981250000E-1,1.525878906E-3
3.981458333E-1,1.251220703E-3
3.981666667E-1,4.577636719E-4
3.981875000E-1,-4.272460938E-4
3.982083333E-1,6.103515625E-5
3.982291667E-1,-1.281738281E-3
3.982500000E-1,-1.953125000E-3
3.982708333E-1,-2.227783203E-3
3.982916667E-1,-2.746582031E-3
3.983125000E-1,-1.556396484E-3
3.983333333E-1,-7.019042969E-4
3.983541667E-1,-8.239746094E-4
3.983750000E-1,-1.647949219E-3
3.983958333E-1,-2.380371094E-3
3.984166667E-1,-4.058837891E-3
3.984375000E-1,-5.035400391E-3
3.984583333E-1,-5.493164062E-3
3.984791667E-1,-6.652832031E-3
3.985000000E-1,-6.347656250E-3
3.985208333E-1,-7.049560547E-3
3.985416667E-1,-8.026123047E-3
3.985625000E-1,-7.690429688E-3
3.985833333E-1,-7.751464844E-3
3.986041667E-1,-7.202148438E-3
3.986250000E-1,-6.469726562E-3
3.986458333E-1,-4.913330078E-3
3.986666667E-1,-4.333496094E-3
3.986875000E-1,-3.387451172E-3
3.987083333E-1,-2.288818359E-3
3.987291667E-1,-1.739501953E-3
3.987500000E-1,-1.281738281E-3
3.987708333E-1,-2.105712891E-3
3.987916667E-1,-2.716064453E-3
3.988125000E-1,-3.692626953E-3
3.988333333E-1,-4.791259766E-3
3.988541667E-1,-5.126953125E-3
3.988750000E-1,-4.943847656E-3
3.988958333E-1,-3.906250000E-3
3.989166667E-1,-2.716064453E-3
3.989375000E-1,-2.014160156E-3
3.989583333E-1,-2.227783203E-3
3.989791667E-1,-2.563476562E-3
3.990000000E-1,-2.532958984E-3
3.990208333E-1,-2.349853516E-3
3.990416667E-1,-4.577636719E-4
3.990625000E-1,-3.051757812E-4
3.990833333E-1,3.662109375E-4
3.991041667E-1,1.068115234E-3
3.991250000E-1,-2.441406250E-4
3.991458333E-1,-2.746582031E-4
3.991666667E-1,-1.373291016E-3
3.991875000E-1,-1.373291016E-3
3.992083333E-1,-2.838134766E-3
3.992291667E-1,-2.227783203E-3
3.992500000E-1,-1.403808594E-3
3.992708333E-1,-7.934570312E-4
3.992916667E-1,1.159667969E-3
3.993125000E-1,3.662109375E-4
3.993333333E-1,1.251220703E-3
3.993541667E-1,-7.629394531E-4
3.993750000E-1,-7.019042969E-4
3.993958333E-1,-9.765625000E-4
3.994166667E-1,-1.312255859E-3
3.994375000E-1,3.967285156E-4
3.994583333E-1,1.281738281E-3
3.994791667E-1,5.798339844E-4
3.995000000E-1,1.678466797E-3
3.995208333E-1,2.044677734E-3
3.995416667E-1,1.556396484E-3
3.995625000E-1,2.471923828E-3
3.995833333E-1,9.460449219E-4
3.996041667E-1,7.324218750E-4
3.996250000E-1,-1.342773438E-3
3.996458333E-1,-3.051757812E-4
3.996666667E-1,3.051757812E-4
3.996875000E-1,1.159667969E-3
3.997083333E-1,4.211425781E-3
3.997291667E-1,4.272460938E-3
3.997500000E-1,5.096435547E-3
3.997708333E-1,4.913330078E-3
3.997916667E-1,4.272460938E-3
3.998125000E-1,4.974365234E-3
3.998333333E-1,3.173828125E-3
3.998541667E-1,3.204345703E-3
3.998750000E-1,2.105712891E-3
3.998958333E-1,1.373291016E-3
3.999166667E-1,2.075195312E-3
3.999375000E-1,2.410888672E-3
3.999583333E-1,3.173828125E-3
3.999791667E-1,3.417968750E-3
4.000000000E-1,2.685546875E-3
4.000208333E-1,1.281738281E-3
4.000416667E-1,1.159667969E-3
4.000625000E-1,-1.525878906E-4
4.000833333E-1,4.882812500E-4
4.001041667E-1,-5.187988281E-4
4.001250000E-1,-1.312255859E-3
4.001458333E-1,-6.103515625E-5
4.001666667E-1,-8.239746094E-4
4.001875000E-1,3.356933594E-4
4.002083333E-1,1.525878906E-4
4.002291667E-1,-5.798339844E-4
4.002500000E-1,-7.324218750E-4
4.002708333E-1,-1.678466797E-3
4.002916667E-1,-8.850097656E-4
4.003125000E-1,1.098632812E-3
4.003333333E-1,2.319335938E-3
4.003541667E-1,2.380371094E-3
4.003750000E-1,2.746582031E-3
4.003958333E-1,2.166748047E-3
4.004166667E-1,1.037597656E-3
4.004375000E-1,1.342773438E-3
4.004583333E-1,1.708984375E-3
4.004791667E-1,2.410888672E-3
4.005000000E-1,2.410888672E-3
4.005208333E-1,2.746582031E-3
4.005416667E-1,2.777099609E-3
4.005625000E-1,2.746582031E-3
4.005833333E-1,2.929687500E-3
4.006041667E-1,2.075195312E-3
4.006250000E-1,2.380371094E-3
4.006458333E-1,1.708984375E-3
4.006666667E-1,2.258300781E-3
4.006875000E-1,2.410888672E-3
4.007083333E-1,1.770019531E-3
4.007291667E-1,2.227783203E-3
4.007500000E-1,9.155273438E-4
4.007708333E-1,9.765625000E-4
4.007916667E-1,-3.051757812E-4
4.008125000E-1,-1.892089844E-3
4.008333333E-1,-1.892089844E-3
4.008541667E-1,-2.441406250E-3
4.008750000E-1,-1.586914062E-3
4.008958333E-1,-7.019042969E-4
4.009166667E-1,-4.882812500E-4
4.009375000E-1,-3.051757812E-4
4.009583333E-1,-8.544921875E-4
4.009791667E-1,-3.265380859E-3
4.010000000E-1,-3.295898438E-3
4.010208333E-1,-5.065917969E-3
4.010416667E-1,-5.706787109E-3
4.010625000E-1,-5.401611328E-3
4.010833333E-1,-4.394531250E-3
4.011041667E-1,-3.112792969E-3
4.011250000E-1,-2.441406250E-3
4.011458333E-1,-1.556396484E-3
4.011666667E-1,-1.739501953E-3
4.011875000E-1,-1.403808594E-3
4.012083333E-1,-1.831054688E-3
4.012291667E-1,-1.464843750E-3
4.012500000E-1,-1.068115234E-3
4.012708333E-1,-2.288818359E-3
4.012916667E-1,-2.929687500E-3
4.013125000E-1,-4.211425781E-3
4.013333333E-1,-4.730224609E-3
4.013541667E-1,-4.150390625E-3
4.013750000E-1,-4.730224609E-3
4.013958333E-1,-3.204345703E-3
4.014166667E-1,-3.540039062E-3
4.014375000E-1,-2.258300781E-3
4.014583333E-1,-1.800537109E-3
4.014791667E-1,-2.593994141E-3
4.015000000E-1,-1.159667969E-3
4.015208333E-1,-1.678466797E-3
4.015416667E-1,-2.746582031E-4
4.015625000E-1,9.155273438E-5
4.015833333E-1,1.525878906E-4
4.016041667E-1,-3.662109375E-4
4.016250000E-1,-7.324218750E-4
4.016458333E-1,-1.129150391E-3
4.016666667E-1,-2.319335938E-3
4.016875000E-1,-3.204345703E-3
4.017083333E-1,-3.265380859E-3
4.017291667E-1,-2.563476562E-3
4.017500000E-1,-3.479003906E-3
4.017708333E-1,-1.617431641E-3
4.017916667E-1,-1.770019531E-3
4.018125000E-1,-1.129150391E-3
4.018333333E-1,1.220703125E-4
4.018541667E-1,1.525878906E-4
4.018750000E-1,1.892089844E-3
4.018958333E-1,1.403808594E-3
4.019166667E-1,3.082275391E-3
4.019375000E-1,2.227783203E-3
4.019583333E-1,2.380371094E-3
4.019791667E-1,1.495361328E-3
4.020000000E-1,1.403808594E-3
4.020208333E-1,3.417968750E-3
4.020416667E-1,2.380371094E-3
4.020625000E-1,3.906250000E-3
4.020833333E-1,3.936767578E-3
4.021041667E-1,4.364013672E-3
4.021250000E-1,5.126953125E-3
4.021458333E-1,5.371093750E-3
4.021666667E-1,5.981445312E-3
4.021875000E-1,5.187988281E-3
4.022083333E-1,6.347656250E-3
4.022291667E-1,4.821777344E-3
4.022500000E-1,4.577636719E-3
4.022708333E-1,4.028320312E-3
4.022916667E-1,3.753662109E-3
4.023125000E-1,4.455566406E-3
4.023333333E-1,4.577636719E-3
4.023541667E-1,6.713867188E-3
4.023750000E-1,5.798339844E-3
4.023958333E-1,6.530761719E-3
4.024166667E-1,5.798339844E-3
4.024375000E-1,3.936767578E-3
4.024583333E-1,3.845214844E-3
4.024791667E-1,2.593994141E-3
4.025000000E-1,2.990722656E-3
4.025208333E-1,2.563476562E-3
4.025416667E-1,2.166748047E-3
4.025625000E-1,2.075195312E-3
4.025833333E-1,1.647949219E-3
4.026041667E-1,1.312255859E-3
4.026250000E-1,8.850097656E-4
4.026458333E-1,7.934570312E-4
4.026666667E-1,-4.882812500E-4
4.026875000E-1,-5.798339844E-4
4.027083333E-1,-2.441406250E-4
4.027291667E-1,3.051757812E-5
4.027500000E-1,1.129150391E-3
4.027708333E-1,2.227783203E-3
4.027916667E-1,2.990722656E-3
4.028125000E-1,2.105712891E-3
4.028333333E-1,9.460449219E-4
4.028541667E-1,1.678466797E-3
4.028750000E-1,1.708984375E-3
4.028958333E-1,2.410888672E-3
4.029166667E-1,2.960205078E-3
4.029375000E-1,2.563476562E-3
4.029583333E-1,2.746582031E-3
4.029791667E-1,1.922607422E-3
4.030000000E-1,1.007080078E-3
4.030208333E-1,2.441406250E-4
4.030416667E-1,0.000000000E0
4.030625000E-1,6.103515625E-5
4.030833333E-1,-2.136230469E-4
4.031041667E-1,6.408691406E-4
4.031250000E-1,1.525878906E-4
4.031458333E-1,-1.525878906E-4
4.031666667E-1,-5.187988281E-4
4.031875000E-1,3.051757812E-4
4.032083333E-1,2.349853516E-3
4.032291667E-1,1.586914062E-3
4.032500000E-1,2.624511719E-3
4.032708333E-1,2.685546875E-3
4.032916667E-1,9.765625000E-4
4.033125000E-1,1.068115234E-3
4.033333333E-1,-1.220703125E-4
4.033541667E-1,-1.861572266E-3
4.033750000E-1,-2.532958984E-3
4.033958333E-1,-2.532958984E-3
4.034166667E-1,-2.532958984E-3
4.034375000E-1,-1.586914062E-3
4.034583333E-1,-1.007080078E-3
4.034791667E-1,-3.662109375E-4
4.035000000E-1,-1.525878906E-4
4.035208333E-1,6.103515625E-5
4.035416667E-1,-2.136230469E-4
4.035625000E-1,-9.155273438E-4
4.035833333E-1,-1.159667969E-3
4.036041667E-1,-1.464843750E-3
4.036250000E-1,-6.408691406E-4
4.036458333E-1,-1.770019531E-3
4.036666667E-1,-1.281738281E-3
4.036875000E-1,-3.204345703E-3
4.037083333E-1,-4.699707031E-3
4.037291667E-1,-5.584716797E-3
4.037500000E-1,-8.514404297E-3
4.037708333E-1,-7.354736328E-3
4.037916667E-1,-7.873535156E-3
4.038125000E-1,-7.110595703E-3
4.038333333E-1,-5.981445312E-3
4.038541667E-1,-6.164550781E-3
4.038750000E-1,-4.730224609E-3
4.038958333E-1,-5.706787109E-3
4.039166667E-1,-6.103515625E-3
4.039375000E-1,-6.927490234E-3
4.039583333E-1,-8.422851562E-3
4.039791667E-1,-8.087158203E-3
4.040000000E-1,-6.652832031E-3
4.040208333E-1,-5.920410156E-3
4.040416667E-1,-5.798339844E-3
4.040625000E-1,-4.638671875E-3
4.040833333E-1,-4.821777344E-3
4.041041667E-1,-3.967285156E-3
4.041250000E-1,-5.310058594E-3
4.041458333E-1,-6.622314453E-3
4.041666667E-1,-6.225585938E-3
4.041875000E-1,-7.232666016E-3
4.042083333E-1,-5.889892578E-3
4.042291667E-1,-6.317138672E-3
4.042500000E-1,-5.065917969E-3
4.042708333E-1,-3.967285156E-3
4.042916667E-1,-4.730224609E-3
4.043125000E-1,-4.119873047E-3
4.043333333E-1,-3.204345703E-3
4.043541667E-1,-2.685546875E-3
4.043750000E-1,-2.838134766E-3
4.043958333E-1,-1.434326172E-3
4.044166667E-1,-2.136230469E-4
4.044375000E-1,-7.629394531E-4
4.044583333E-1,2.441406250E-4
4.044791667E-1,1.007080078E-3
4.045000000E-1,3.967285156E-4
4.045208333E-1,7.629394531E-4
4.045416667E-1,8.544921875E-4
4.045625000E-1,1.922607422E-3
4.045833333E-1,1.464843750E-3
4.046041667E-1,1.190185547E-3
4.046250000E-1,1.495361328E-3
4.046458333E-1,4.577636719E-4
4.046666667E-1,1.220703125E-4
4.046875000E-1,-3.051757812E-5
4.047083333E-1,1.831054688E-4
4.047291667E-1,7.629394531E-4
4.047500000E-1,0.000000000E0
4.047708333E-1,3.967285156E-4
4.047916667E-1,1.007080078E-3
4.048125000E-1,1.892089844E-3
4.048333333E-1,2.716064453E-3
4.048541667E-1,3.112792969E-3
4.048750000E-1,5.065917969E-3
4.048958333E-1,5.371093750E-3
4.049166667E-1,5.371093750E-3
4.049375000E-1,5.889892578E-3
4.049583333E-1,6.713867188E-3
4.049791667E-1,6.286621094E-3
4.050000000E-1,6.408691406E-3
4.050208333E-1,5.310058594E-3
4.050416667E-1,3.417968750E-3
4.050625000E-1,3.143310547E-3
4.050833333E-1,2.716064453E-3
4.051041667E-1,2.868652344E-3
4.051250000E-1,4.333496094E-3
4.051458333E-1,4.211425781E-3
4.051666667E-1,4.058837891E-3
4.051875000E-1,3.723144531E-3
4.052083333E-1,2.868652344E-3
4.052291667E-1,1.770019531E-3
4.052500000E-1,1.953125000E-3
4.052708333E-1,1.892089844E-3
4.052916667E-1,2.075195312E-3
4.053125000E-1,2.288818359E-3
4.053333333E-1,2.075195312E-3
4.053541667E-1,2.227783203E-3
4.053750000E-1,-4.272460938E-4
4.053958333E-1,-1.098632812E-3
4.054166667E-1,-1.525878906E-4
4.054375000E-1,2.441406250E-4
4.054583333E-1,1.281738281E-3
4.054791667E-1,1.403808594E-3
4.055000000E-1,1.129150391E-3
4.055208333E-1,1.190185547E-3
4.055416667E-1,1.647949219E-3
4.055625000E-1,1.251220703E-3
4.055833333E-1,7.019042969E-4
4.056041667E-1,1.098632812E-3
4.056250000E-1,2.746582031E-4
4.056458333E-1,-8.544921875E-4
4.056666667E-1,-1.739501953E-3
4.056875000E-1,-3.204345703E-3
4.057083333E-1,-3.631591797E-3
4.057291667E-1,-3.051757812E-3
4.057500000E-1,-3.051757812E-3
4.057708333E-1,-3.051757812E-3
4.057916667E-1,-4.089355469E-3
4.058125000E-1,-2.929687500E-3
4.058333333E-1,-3.479003906E-3
4.058541667E-1,-3.021240234E-3
4.058750000E-1,-1.007080078E-3
4.058958333E-1,-2.716064453E-3
4.059166667E-1,-1.342773438E-3
4.059375000E-1,-2.166748047E-3
4.059583333E-1,-1.617431641E-3
4.059791667E-1,-2.075195312E-3
4.060000000E-1,-2.197265625E-3
4.060208333E-1,-9.155273438E-4
4.060416667E-1,-7.934570312E-4
4.060625000E-1,2.014160156E-3
4.060833333E-1,1.892089844E-3
4.061041667E-1,2.960205078E-3
4.061250000E-1,1.617431641E-3
4.061458333E-1,2.136230469E-4
4.061666667E-1,8.239746094E-4
4.061875000E-1,-1.190185547E-3
4.062083333E-1,1.831054688E-4
4.062291667E-1,-8.544921875E-4
4.062500000E-1,-5.493164062E-4
4.062708333E-1,3.051757812E-5
4.062916667E-1,-5.798339844E-4
4.063125000E-1,8.239746094E-4
4.063333333E-1,1.068115234E-3
4.063541667E-1,1.220703125E-4
4.063750000E-1,6.408691406E-4
4.063958333E-1,-5.798339844E-4
4.064166667E-1,-9.155273438E-5
4.064375000E-1,-3.967285156E-4
4.064583333E-1,-1.617431641E-3
4.064791667E-1,-1.342773438E-3
4.065000000E-1,-1.983642578E-3
4.065208333E-1,-7.019042969E-4
4.065416667E-1,-1.007080078E-3
